latitud,longitud,Barrio,Ciudad,Precio,Area_total,Area_constr,MONEDA,Precio_m2_total,Precio_m2_constr,Precio_cat,Area_constr_cat,NroBanios,Dormitorios,Antiguedad,Cocheras
12.0754089,76.9079896,La Molina,Lima,4918200.0,680.0,350.0,S/,7232.64705882353,14052.0,medio,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.068804120794802,76.95252279736019,La Molina,Lima,2187500.0,396.0,395.0,USD,5523.989898989899,5537.974683544304,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.08668849318747,76.9263408793762,La Molina,Lima,2490000.0,660.0,500.0,S/,3772.7272727272725,4980.0,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.07609780899107,76.90446101000366,La Molina,Lima,5191000.0,1180.0,500.0,S/,4399.152542372882,10382.0,medio,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0709966,76.95572969999998,La Molina,Lima,2625000.0,485.0,485.0,S/,5412.371134020618,5412.371134020618,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0794924,76.92189920000001,La Molina,Lima,7534842.0,703.0,703.0,S/,10718.125177809388,10718.125177809388,caro,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.084029199999998,76.9110056,La Molina,Lima,2112200.0,223.0,223.0,S/,9471.748878923767,9471.748878923767,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0876401,76.95867439999998,La Molina,Lima,2460000.0,515.0,350.0,S/,4776.699029126214,7028.571428571428,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0801121,76.9353575,La Molina,Lima,1710000.0,450.0,260.0,S/,3800.0,6576.923076923077,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0809302,76.90513840000001,La Molina,Lima,2112000.0,380.0,340.0,S/,5557.894736842105,6211.764705882353,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.0928734,76.93367690000002,La Molina,Lima,8096000.0,1820.0,413.0,S/,4448.351648351649,19602.905569007264,caro,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
12.06509224560121,76.94125006366271,La Molina,Lima,1730400.0,510.0,286.0,S/,3392.9411764705883,6050.349650349651,bajo,"(-30.461, 787.525]",4.0,4.0,18.0,3.0
