,Antiguedad,Anunciante,Balneario,NroBanios,Nro_pisos,Cocheras,Dormitorios,Estado de Inmueble,Luminosidad,Mascotas,Precio,Tipo,TipoCochera,Uso_comercial,Uso_profesional,latitud,longitud,Area_constr_m2,Area_total_m2,'Cuarto de servicio','Deposito','Terraza','Kitchenette','Sala de estar','Sotano','Patio','anx81tico','Comedor diario','Comedor','Banio de servicio','Jardanxadn Interno','Walking Closet','Escritorio','Cocina','Banio independiente','Lavanderanxada','Balcon','Sala','Closet','Banio de visitas','Agua','Guardiananxada','Internet','Luz','Cable','Servicio de Limpieza','Conexion a gas','Sistema de seguridad','Telefono','Areadeportiva','Piscina','Solarium','Sala de internet','Sala de cine','Jardanxadn','Parque interno','Guarderanxada','anx81reas verdes','Club House','Hall de ingreso','Areade BBQ','Gimnasio','Areade sauna','Juegos para ninios','Ingreso independiente','Colegios cercanos','Cerca al mar','Centros comerciales cercanos','Parques cercanos','Acceso personas discapacidad','Frente al mar','Desagaue','Jacuzzi','Chimenea','Intercomunicador','Cerco Electrico','Parrilla','Aire acondicionado','Amoblado','Sauna','Calefaccion','Equipado','Terma','Portero electrico','Cocina con reposteros',Distrito,Provincia,geohash_grado6,geohash_grado5,geohash_grado7,geohash_grado8,preciom2_area_total,preciom2_area_constr,grupo_dist,area_ponderada,probability
5351,6.0,475,80,3.0,3.0,2.0,2,4,2,1,198000.0,4,3,1,1,-12.2079488,-77.0040861,280.0,110.0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,12,254,70,527,651,1200.0055778897788,2055.995442189472,2,-246.04281844631817,
5352,6.0,475,80,3.0,2.0,2.0,2,4,2,1,700000.0,0,3,1,1,-12.0911401,-76.95026290000001,280.0,300.0,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,12,698,102,2412,3131,1971.8670147155633,2840.748410093181,1,341.8873904054492,
5353,2.0,475,80,4.0,2.0,2.0,2,4,2,1,1250000.0,4,3,1,1,-12.0679633,-76.9141301,249.0,462.0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,12,759,105,2968,4120,1971.8670147155633,2840.748410093181,1,908.100707818034,
5354,9.0,475,80,5.0,2.0,2.0,3,4,2,1,1180000.0,4,1,1,1,-12.0756385,-76.9110056,387.0,600.0,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,756,105,2940,4069,1971.8670147155633,2840.748410093181,1,1046.1007078180342,
5355,2.0,475,80,4.0,2.0,2.0,2,4,2,0,1400000.0,4,3,1,1,-12.0679633,-76.9141301,252.0,528.0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,759,105,2968,4120,1971.8670147155633,2840.748410093181,1,1106.045987595199,
5356,4.0,475,97,5.0,4.0,2.0,4,4,2,1,680000.0,1,0,1,1,-12.330004,-76.8316424,450.0,248.0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,112,12,209,61,396,471,2270.988322795083,1726.666266932461,2,-175.06264309503698,
5357,8.0,475,80,4.0,2.0,2.0,2,4,2,1,650000.0,4,1,1,1,-12.0888226,-76.922948,250.0,300.0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,70,12,718,103,2554,3379,1971.8670147155633,2840.748410093181,1,404.718476013623,
5358,3.0,475,80,5.0,2.0,4.0,3,4,2,1,1345000.0,0,1,1,1,-12.0756385,-76.9110056,370.0,600.0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,12,756,105,2940,4069,1971.8670147155633,2840.748410093181,1,1081.704989662666,1989.8886505195183
5359,4.0,475,80,4.0,2.0,4.0,2,3,2,1,1350000.0,0,1,1,1,-12.0764538,-76.9046196,490.0,1404.0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,756,105,2951,4085,1971.8670147155633,2840.748410093181,1,3318.2537415290276,
5360,2.0,475,80,5.0,2.0,5.0,4,3,2,1,1090000.0,0,3,1,1,-12.0749736,-76.911726,517.0,1000.0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,756,105,2941,4070,1971.8670147155633,2840.748410093181,1,2011.5804782915984,
5361,3.0,475,80,5.0,3.0,2.0,3,4,2,1,670000.0,4,3,1,1,-12.081245677718,-76.906572562303,350.0,350.0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,755,105,2926,4042,1971.8670147155633,2840.748410093181,1,349.99999999999983,
5362,3.0,475,80,5.0,3.0,2.0,3,4,2,1,670000.0,4,3,1,1,-12.081680294598,-76.907366228836,350.0,350.0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,12,755,105,2924,4037,1971.8670147155633,2840.748410093181,1,349.99999999999983,
5363,1.0,475,80,3.0,2.0,0.0,3,4,2,1,500000.0,0,2,1,1,-12.081268977033,-76.898039114542,289.0,359.0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,70,12,775,108,3043,4231,1971.8670147155633,2840.748410093181,1,505.6058664190722,
5364,3.0,253,75,5.0,3.0,2.0,3,2,1,1,950000.0,1,3,1,1,-12.80289154108052,-76.52555429817873,319.0,319.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,0,7,12,154,49,295,354,1996.8556544786154,2005.1744855795348,1,319.0,
5365,9.0,475,80,2.0,1.0,1.0,2,1,2,1,95000.0,0,1,1,1,-11.811689466252,-77.131564915894,200.0,174.0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,12,945,138,3400,4649,723.552727967986,840.5274472683725,2,119.54639247291607,
5366,2.0,475,98,2.0,2.0,0.0,3,3,2,1,158000.0,1,2,1,1,-12.36644132346,-76.778609413672,132.0,132.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113,12,243,66,464,550,1166.9399478636367,1200.7277674283416,2,132.0,1382.4809839955387
5367,3.0,475,80,4.0,3.0,3.0,4,1,2,1,420000.0,0,3,1,1,-12.068155031217,-76.951068092853,350.0,222.0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,70,12,734,104,2740,3687,1971.8670147155633,2840.748410093181,1,-46.0792985948749,
5368,7.0,475,80,2.0,2.0,2.0,2,3,2,1,78000.0,0,1,1,1,-11.9548079,-77.08585529999998,150.0,97.0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,128,12,465,80,1637,2084,1145.5577084088525,802.524389155067,2,-14.001584574440358,
5369,1.0,475,80,5.0,4.0,2.0,4,3,2,1,259000.0,0,1,1,1,-12.212083086153,-76.948800336548,503.0,140.0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,155,12,593,92,1895,2361,836.4920863277521,859.2889535360396,2,-620.2561358589028,
5370,3.0,475,80,5.0,2.0,4.0,3,4,2,1,920000.0,4,3,1,1,-12.0756385,-76.9110056,470.0,600.0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,12,756,105,2940,4069,1971.8670147155633,2840.748410093181,1,872.2680376354198,
5371,3.0,475,80,3.0,2.0,2.0,3,6,2,1,460000.0,4,1,1,1,-12.0931906,-77.0578984,298.0,298.0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,85,12,345,75,996,1259,2227.552582992326,1974.5011651049842,2,298.0,
5372,4.0,475,80,3.0,3.0,3.0,3,0,2,1,380000.0,0,1,1,1,-12.1119879,-76.9758392,200.0,200.0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,140,12,677,102,2188,2762,2002.7145887498311,2522.37028455222,1,200.0,
5373,4.0,475,80,4.0,2.0,4.0,4,1,2,1,2000000.0,0,1,1,1,-12.0962244,-76.9402962,495.0,1000.0,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,707,103,2479,3242,1971.8670147155633,2840.748410093181,1,2057.656607737592,
5374,1.0,475,80,4.0,2.0,2.0,4,4,2,1,650000.0,4,3,1,1,-12.083546971161999,-76.907863973016,331.0,455.0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,70,12,755,105,2919,4023,1971.8670147155633,2840.748410093181,1,714.7018205137853,
5375,3.0,253,101,5.0,3.0,4.0,4,5,0,1,355000.0,1,3,0,2,-12.3895397,-76.7804445,373.0,373.0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,121,12,233,66,447,531,1124.349535306273,1181.0032739096816,1,373.0,
5376,2.0,475,78,3.0,2.0,2.0,3,1,2,1,280000.0,1,3,1,1,-12.7871607,-76.5716728,192.0,262.0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,12,141,48,267,317,1996.8556544786154,2005.1744855795348,1,408.6058664190722,
5377,1.0,475,80,4.0,2.0,3.0,3,4,2,1,630000.0,0,3,1,1,-12.076386149103,-76.93947835,232.0,286.0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,70,12,746,105,2776,3730,1971.8670147155633,2840.748410093181,1,399.0959540947129,
5378,3.0,475,80,5.0,2.0,4.0,3,4,2,1,735000.0,0,1,1,1,-12.065939603103,-76.881487369537,400.0,600.0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,782,108,3093,4312,1971.8670147155633,2840.748410093181,1,1018.8739040544921,1969.6689954174133
5379,1.0,475,80,5.0,3.0,4.0,4,4,2,1,1500000.0,0,3,1,1,-12.075761427964,-76.90594357037699,500.0,600.0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,70,12,756,105,2950,4084,1971.8670147155633,2840.748410093181,1,809.436952027246,
5380,1.0,475,80,5.0,3.0,4.0,4,4,2,1,1500000.0,4,3,1,1,-12.075803393662,-76.905836282016,500.0,600.0,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,70,12,756,105,2950,4084,1971.8670147155633,2840.748410093181,1,809.436952027246,
5381,2.0,475,80,3.0,2.0,2.0,2,3,2,1,1180000.0,0,3,1,1,-12.0749736,-76.911726,500.0,1300.0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,756,105,2941,4070,1971.8670147155633,2840.748410093181,1,2975.4956162179683,
5382,2.0,475,80,2.0,3.0,1.0,2,3,2,1,87000.0,0,1,1,1,-6.778092900000001,-79.8358494,172.0,73.0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1112,207,3639,4908,1227.8767947425672,1156.7042151150936,2,-134.34258250697354,1191.4078763454777
5383,5.0,475,80,2.0,3.0,0.0,2,1,2,1,280000.0,0,2,1,1,-12.1194739,-77.036067,140.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,91,12,350,76,1041,1315,2596.08779975437,2361.150732569044,1,16.225219189101608,
5384,2.0,475,80,4.0,3.0,2.0,3,0,2,1,350000.0,0,0,1,1,-12.1004993,-76.94367700000002,280.0,220.0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,70,12,707,103,2467,3217,1971.8670147155633,2840.748410093181,1,94.3378287836524,
5385,3.0,134,80,5.0,3.0,2.0,3,2,1,1,470000.0,0,0,1,1,-12.090484654220653,-77.07887667140234,430.0,430.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,1,1,129,12,337,75,907,1124,1706.94968079505,1354.948513342902,0,429.99999999999983,
5386,3.0,475,80,4.0,2.0,2.0,3,6,2,1,825000.0,0,3,1,1,-12.0795381,-76.9387542,335.0,475.0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,70,12,745,105,2770,3722,1971.8670147155633,2840.748410093181,1,768.2117328381445,
5387,4.0,475,80,3.0,2.0,1.0,3,1,2,1,82000.0,0,1,1,1,-11.8339676,-77.0532082,113.0,113.0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,12,957,139,3415,4667,845.0109984997052,757.048967385803,2,113.0,766.6032104631059
5388,1.0,475,80,5.0,2.0,2.0,3,4,2,1,1780000.0,0,3,1,1,-12.0795381,-76.9387542,700.0,1190.0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,12,745,105,2770,3722,1971.8670147155633,2840.748410093181,1,2216.2410649335047,
5389,4.0,475,80,4.0,3.0,0.0,4,0,2,1,275000.0,0,2,1,1,-12.023738783765,-77.035968607672,250.0,260.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,117,12,488,82,1696,2147,1037.2132825603878,733.5943753834566,2,280.9436952027246,
5390,3.0,475,80,4.0,2.0,4.0,3,1,2,1,500000.0,0,1,1,1,-12.134444402945,-76.992439644333,341.0,331.0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,140,12,291,71,703,872,2002.7145887498311,2522.37028455222,1,310.0563047972754,
5391,5.0,475,80,4.0,2.0,2.0,3,6,2,1,1600000.0,0,3,1,1,-12.1044929,-77.0543119,370.0,450.0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,123,12,341,75,948,1174,3146.749285200451,3144.853126494101,1,617.5495616217967,
5392,2.0,475,80,4.0,2.0,4.0,3,3,2,1,1250000.0,0,3,1,1,-12.075225648882,-76.903995735483,412.0,2000.0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,70,12,776,108,3057,4252,1971.8670147155633,2840.748410093181,1,5325.858798192668,
5393,4.0,475,80,4.0,2.0,2.0,4,1,2,1,490000.0,0,3,1,1,-12.109521518702,-76.970073027181,306.0,236.0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,140,12,682,102,2241,2863,2002.7145887498311,2522.37028455222,1,89.39413358092781,
5394,1.0,475,80,5.0,3.0,3.0,4,4,2,1,2200000.0,0,1,1,1,-12.0987201,-77.0549551,680.0,585.0,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,123,12,342,75,968,1214,3146.749285200451,3144.853126494101,1,386.03489557411626,
5395,4.0,475,94,5.0,3.0,5.0,4,4,2,1,750000.0,1,1,1,1,-12.2608455,-76.88382340000003,357.0,500.0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,84,12,562,88,1843,2305,954.4446089438254,1484.29491631701,2,799.4948413989617,
5396,3.0,170,105,5.0,2.0,0.0,4,4,2,1,850000.0,2,2,1,1,-12.8309037,-76.5397096,362.0,191.0,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,12,146,49,275,330,1996.8556544786154,2005.1744855795348,1,-167.13718796659055,
5397,1.0,475,80,2.0,1.0,5.0,3,4,2,1,900000.0,3,1,1,1,-12.699438307809999,-76.64671897888199,300.0,1000.0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,86,12,55,28,73,76,1277.2692664208425,1553.2449875008015,2,2466.058664190722,
5398,1.0,475,80,5.0,4.0,2.0,4,1,2,1,1100000.0,0,3,1,1,-12.116474,-77.041557,300.0,300.0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,91,12,332,75,875,1069,2596.08779975437,2361.150732569044,1,300.0,
5399,2.0,475,80,3.0,2.0,5.0,3,4,2,1,2000000.0,0,3,1,1,-12.079819909683001,-76.92573308944701,650.0,1980.0,1,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,12,753,105,2868,3882,1971.8670147155633,2840.748410093181,1,4765.511461962372,
5400,4.0,475,80,3.0,1.0,2.0,2,1,2,1,280000.0,0,1,1,1,-5.1903288,-80.6219624,219.0,375.0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,106,16,1131,214,3669,4938,1033.008725886804,1151.6061871986678,2,701.7216451625038,
