,Antiguedad,Anunciante,Balneario,NroBanios,Nro_pisos,Cocheras,Dormitorios,Estado de Inmueble,Luminosidad,Mascotas,Precio,Tipo,TipoCochera,Uso_comercial,Uso_profesional,latitud,longitud,Area_constr_m2,Area_total_m2,'Cuarto de servicio','Deposito','Terraza','Kitchenette','Sala de estar','Sotano','Patio','anx81tico','Comedor diario','Comedor','Banio de servicio','Jardanxadn Interno','Walking Closet','Escritorio','Cocina','Banio independiente','Lavanderanxada','Balcon','Sala','Closet','Banio de visitas','Agua','Guardiananxada','Internet','Luz','Cable','Servicio de Limpieza','Conexion a gas','Sistema de seguridad','Telefono','Areadeportiva','Piscina','Solarium','Sala de internet','Sala de cine','Jardanxadn','Parque interno','Guarderanxada','anx81reas verdes','Club House','Hall de ingreso','Areade BBQ','Gimnasio','Areade sauna','Juegos para ninios','Ingreso independiente','Colegios cercanos','Cerca al mar','Centros comerciales cercanos','Parques cercanos','Acceso personas discapacidad','Frente al mar','Desagaue','Jacuzzi','Chimenea','Intercomunicador','Cerco Electrico','Parrilla','Aire acondicionado','Amoblado','Sauna','Calefaccion','Equipado','Terma','Portero electrico','Cocina con reposteros',Distrito,Provincia,geohash_grado6,geohash_grado5,geohash_grado7,geohash_grado8,preciom2_area_total,preciom2_area_constr,grupo_dist,area_ponderada,probability
5163,2.0,475,80,2.0,1.0,1.0,1,0,0,1,135000.0,0,3,2,1,-12.0267733,-77.00616140000002,150.0,160.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,125,12,491,82,1703,2154,1145.7268560316693,869.5866437712198,2,180.9436952027246,
5164,4.0,475,80,1.0,1.0,2.0,1,2,1,1,56000.0,4,3,1,1,-8.087845399999999,-79.08318990000002,50.0,115.0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,55,10,1063,192,3563,4824,759.0235363075032,1156.240520927438,2,251.13401881770992,879.7244954838334
5165,2.0,475,80,1.0,1.0,0.0,1,4,2,1,80000.0,0,2,1,1,-12.160814743669018,-76.96740119632568,90.0,90.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,126,12,630,94,1972,2442,1031.6937592659694,895.0218355476323,2,90.0,
5166,4.0,475,80,5.0,2.0,1.0,3,1,0,1,390000.0,4,3,1,1,-12.0943226,-77.0614003,353.0,165.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,85,12,339,75,927,1146,2227.552582992326,1974.5011651049842,2,-228.74146981122243,
5167,1.0,475,80,5.0,3.0,0.0,4,1,0,1,189900.0,0,2,1,1,-6.768258500000001,-79.8677594,226.0,226.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1103,206,3614,4880,1227.8767947425672,1156.7042151150936,2,226.0,1244.2725318457317
5168,7.0,475,80,5.0,3.0,3.0,4,2,1,1,650000.0,0,3,2,2,-8.1424048,-79.0397771,416.0,416.0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,154,10,1059,191,3555,4813,1664.1554934287674,1469.3009290579798,2,415.99999999999983,
5169,1.0,475,96,2.0,1.0,2.0,1,4,2,1,220000.0,1,1,0,1,-12.336786732671941,-76.82060617599998,85.0,85.0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,112,12,210,61,402,478,2270.988322795083,1726.666266932461,2,85.0,
5170,3.0,475,80,4.0,2.0,1.0,3,4,2,1,225000.0,0,1,1,1,-5.1870474339626,-80.64152329364123,300.0,200.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,106,16,1125,213,3657,4926,1033.008725886804,1151.6061871986678,2,-9.436952027245981,
5171,2.0,475,80,4.0,2.0,2.0,2,1,1,1,290000.0,0,4,1,1,-16.37263338707295,-71.54546096380945,195.0,175.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,2,1022,168,3512,4770,1498.5660709190122,1320.12426652183,2,133.11260959455078,
5172,3.0,475,80,4.0,3.0,4.0,4,2,1,1,250000.0,4,1,1,1,-12.041962831954644,-75.19551652808991,200.0,154.0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,54,9,1009,160,3498,4755,1245.1514442192474,1269.783321917925,2,57.65900206746682,
5173,3.0,475,80,4.0,3.0,1.0,4,2,1,1,150000.0,4,1,1,1,-12.0476371,-75.19733199999997,250.0,109.0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,9,1008,160,3495,4752,1245.1514442192474,1269.783321917925,2,-186.30610235841687,
5174,3.0,475,80,4.0,3.0,0.0,3,2,1,1,102000.0,0,2,1,1,-8.07915332395113,-79.11904909312341,160.0,160.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,150,10,1073,194,3576,4837,1034.4976947931032,1686.6343232274467,2,160.0,1194.4668453445763
5175,1.0,475,80,3.0,2.0,2.0,3,1,1,1,539000.0,0,3,1,1,-12.208420302069301,-77.00578149760747,180.0,391.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,12,254,70,526,649,1200.0055778897788,2055.995442189472,2,832.9119687774888,1143.5060400200664
5176,3.0,475,80,2.0,1.0,0.0,1,3,1,1,150000.0,0,2,1,1,-12.1898985655662,-76.96069518502426,120.0,140.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,126,12,600,92,1906,2372,1031.6937592659694,895.0218355476323,2,181.88739040544917,
5177,3.0,475,80,4.0,3.0,1.0,4,1,1,1,220000.0,0,1,2,0,-14.077815144943461,-75.72900709469177,220.0,380.0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,62,8,20,8,24,24,1243.6172132418462,1529.1718170561514,2,715.0991232435936,
5178,3.0,475,80,1.0,3.0,0.0,1,4,1,1,195000.0,4,2,1,1,-6.7731822,-79.838109,50.0,50.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1110,207,3636,4905,1227.8767947425672,1156.7042151150936,2,50.0,
5179,8.0,475,80,5.0,3.0,2.0,3,2,1,1,210000.0,4,0,1,1,-11.9704068,-76.799288,264.0,264.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,83,12,852,121,3227,4457,865.0875567953154,1310.324434940902,2,264.0,
5180,1.0,475,80,1.0,1.0,0.0,1,2,1,1,50000.0,0,2,0,1,-9.5119384,-77.5264092,85.0,90.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,63,0,1181,245,3729,4999,1235.710993799229,910.7522779256253,2,100.4718476013623,
5181,3.0,475,80,3.0,4.0,0.0,4,2,1,1,289000.0,0,2,0,0,-12.157708,-76.9864931,247.0,247.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,140,12,623,94,1948,2416,2002.7145887498311,2522.37028455222,1,247.0,1970.5166421936387
5182,3.0,475,80,2.0,2.0,1.0,2,2,1,1,105500.0,0,1,1,1,-6.78287270768546,-79.85016309114356,80.0,116.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,11,1102,206,3612,4878,1227.8767947425672,1156.7042151150936,2,191.39730272980853,1197.624500631451
5183,7.0,475,80,5.0,3.0,3.0,4,2,1,1,650000.0,0,3,2,2,-8.1424048,-79.0397771,416.0,416.0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,154,10,1059,191,3555,4813,1664.1554934287674,1469.3009290579798,2,415.99999999999983,
5184,3.0,475,80,2.0,2.0,1.0,2,6,2,1,220000.0,0,0,1,1,-12.003266228874807,-77.06320791211117,100.0,160.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,80,12,480,81,1680,2130,1558.4691895810156,2819.5487218762078,2,285.66217121634764,
5185,8.0,475,80,5.0,2.0,1.0,4,2,1,1,275000.0,0,0,1,1,-16.434110399999998,-71.52194770000001,350.0,350.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,1,67,2,1024,170,3515,4773,1162.5648890986313,896.0194375516957,2,349.99999999999983,
5186,3.0,475,80,1.0,1.0,0.0,0,1,1,1,155000.0,0,2,1,1,-14.085899659066751,-75.74512928506269,75.0,75.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62,8,15,8,18,18,1243.6172132418462,1529.1718170561514,2,75.0,
5187,2.0,475,80,3.0,3.0,1.0,4,1,0,1,155000.0,0,1,1,1,-8.0647013,-79.06148950000002,150.0,300.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,69,10,1076,196,3581,4842,628.7037037037038,710.84142394822,2,614.155428040869,
5188,3.0,475,80,5.0,5.0,0.0,4,0,1,1,159000.0,0,2,2,2,-11.86161947061812,-77.04346057902087,595.0,140.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,24,12,952,139,3410,4660,845.0109984997052,757.048967385803,2,-812.9381317239693,
5189,2.0,475,80,3.0,3.0,0.0,2,6,1,1,150000.0,0,2,0,2,-12.07522449954159,-77.02161399718035,108.0,108.0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,73,12,413,78,1537,1977,1803.8315639432801,1485.0272717088874,2,108.0,
5190,3.0,475,80,5.0,2.0,4.0,4,2,1,1,189000.0,0,3,1,1,-12.041749530710359,-75.19763126254185,590.0,896.0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,54,9,1009,160,3497,4754,1245.1514442192474,1269.783321917925,2,1536.8770732033731,
5191,4.0,475,113,5.0,3.0,2.0,4,6,0,1,350000.0,1,3,0,0,-11.775728358702883,-77.18514607137473,400.0,400.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,4,12,965,141,3435,4690,723.552727967986,840.5274472683725,2,400.0,
5192,3.0,475,80,2.0,2.0,0.0,3,4,2,1,165000.0,0,2,1,1,-12.073948102919278,-77.02203262151171,165.0,110.0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,73,12,416,78,1543,1984,1803.8315639432801,1485.0272717088874,2,-5.190323614985289,
5193,4.0,475,80,2.0,2.0,0.0,1,1,0,1,130000.0,0,2,1,1,-12.08132945216528,-77.0576619208135,120.0,60.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,65,12,389,77,1447,1882,2025.9117941385614,1939.7908337221554,0,-65.66217121634759,
5194,1.0,475,80,3.0,3.0,0.0,2,1,0,1,230000.0,0,2,1,1,-12.0776081,-77.1096167,141.0,123.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,71,5,307,74,749,924,1268.9392873361976,1105.9607544155972,0,85.30134863509574,
5195,2.0,475,80,3.0,1.0,2.0,2,2,1,1,780000.0,0,3,2,2,-12.105909208279519,-76.9640588137114,200.0,450.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,140,12,692,102,2345,3015,2002.7145887498311,2522.37028455222,1,973.5923800681147,
5196,9.0,475,80,3.0,3.0,1.0,2,4,2,1,145000.0,4,1,1,1,-6.7561438810192005,-79.85942401208236,200.0,200.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,11,1118,209,3649,4918,1227.8767947425672,1156.7042151150936,2,200.0,
5197,1.0,475,80,4.0,3.0,2.0,4,1,0,1,400000.0,0,3,1,2,-9.92944381141497,-76.23472514649654,320.0,205.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,57,7,1172,239,3720,4990,1445.8333642365853,1213.1556333617602,2,-35.85249483133293,
5198,3.0,475,80,2.0,1.0,1.0,2,2,0,1,90000.0,0,1,1,1,-8.088739200000001,-79.05073420000002,100.0,121.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,150,10,1068,193,3571,4832,1034.4976947931032,1686.6343232274467,2,164.98175992572163,
5199,3.0,475,80,2.0,2.0,0.0,3,3,0,1,140000.0,0,2,1,1,-12.0299503,-77.0540668,90.0,180.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,128,12,474,81,1655,2102,1145.5577084088525,802.524389155067,2,368.4932568245214,
5200,2.0,475,80,2.0,1.0,1.0,2,1,0,1,115000.0,0,0,2,2,-5.18659087665844,-80.65138604506657,160.0,160.0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,106,16,1124,213,3656,4925,1033.008725886804,1151.6061871986678,2,160.0,
5201,1.0,475,80,5.0,2.0,1.0,3,2,2,1,135000.0,0,1,1,1,-11.9108384,-77.0898273,150.0,150.0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,110,12,881,129,3288,4527,1135.4655888602952,1097.4516953203727,2,150.0,
5202,3.0,475,80,4.0,2.0,0.0,3,2,0,1,314000.0,0,2,2,2,-14.075974300000002,-75.7274352,115.0,208.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,62,8,21,8,28,28,1243.6172132418462,1529.1718170561514,2,402.7763653853387,1207.6662724066477
5203,3.0,475,80,4.0,3.0,1.0,4,2,1,1,440000.0,0,1,1,1,-12.048937581263369,-75.19156349612035,110.0,115.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,54,9,1008,160,3496,4753,1245.1514442192474,1269.783321917925,2,125.4718476013623,
5204,5.0,475,80,4.0,3.0,1.0,3,2,1,1,133000.0,4,3,2,2,-5.1930462725707995,-80.63204975307355,90.0,102.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,106,16,1128,214,3661,4930,1033.008725886804,1151.6061871986678,2,127.13243424326951,1171.5450564273933
5205,4.0,475,80,1.0,3.0,1.0,1,2,1,1,70000.0,0,1,1,1,-6.8024455134681,-79.91674456925176,58.0,116.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,103,11,1091,205,3600,4864,1046.9024661638834,1122.3224472306208,2,237.4734321758026,
5206,3.0,475,80,4.0,3.0,2.0,4,2,1,1,210000.0,0,3,0,0,-16.427314300000006,-71.5749437,267.0,267.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,118,2,1016,167,3505,4762,786.5168539325842,786.5168539325842,2,267.0,
5207,3.0,475,80,5.0,1.0,1.0,2,4,2,1,999999.0,0,1,1,1,-18.009659399999997,-70.2434306,340.0,1172.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,145,19,9,5,10,10,1032.0315362200022,1343.3474227358004,2,2914.515440866687,1080.6561035216891
5208,9.0,338,3,3.0,3.0,2.0,2,3,2,0,165000.0,2,3,1,1,-12.831857676175,-76.53767547698399,120.0,120.0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,12,146,49,278,336,1996.8556544786154,2005.1744855795348,1,120.0,
5209,1.0,475,80,5.0,3.0,0.0,4,2,0,1,1760000.0,0,2,1,1,-12.111974960050619,-77.03757082328093,260.0,440.0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,91,12,333,75,884,1083,2596.08779975437,2361.150732569044,1,816.9865136490428,2642.4411599891628
5210,5.0,475,85,3.0,3.0,2.0,3,4,2,1,115000.0,2,1,1,1,-12.735115320315249,-76.63146916979986,120.0,120.0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,99,8,158,51,307,369,1776.4329229140853,3481.8965022872303,2,120.0,
5211,3.0,475,59,4.0,2.0,4.0,3,4,2,0,298000.0,1,3,1,1,-12.56440524434926,-76.71674238448121,260.0,260.0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,120,12,201,59,377,447,1698.239283108369,1890.4612905995175,2,260.0,
5212,3.0,475,80,5.0,1.0,0.0,0,1,1,1,36989.0,0,2,1,1,-9.0680531,-78.57688490000002,250.0,250.0,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,1185,247,3733,5003,511.12046846846846,549.3186666666667,2,250.0,785.4402323502012
5213,3.0,475,80,2.0,3.0,0.0,4,2,1,1,111059.0,0,2,1,1,-34.6036844,-58.381559100000004,241.0,241.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,593.5839892809884,875.3258434697766,2,241.00000000000009,934.6845602799023
5214,3.0,475,80,3.0,2.0,2.0,2,2,1,1,115000.0,4,1,1,1,-12.05679444550714,-75.19448443215899,145.0,98.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,54,9,1007,160,3493,4750,1245.1514442192474,1269.783321917925,2,-0.4353674528056217,
5215,3.0,338,105,2.0,2.0,1.0,3,4,2,0,830000.0,2,1,1,1,-12.7628793,-76.6015008,235.0,209.0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,12,133,47,242,285,1996.8556544786154,2005.1744855795348,1,154.54639247291598,
5216,3.0,475,80,5.0,3.0,1.0,3,2,0,1,150000.0,0,1,1,2,-12.04380184050693,-75.18749889205922,215.0,351.0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,54,9,1010,161,3499,4756,1245.1514442192474,1269.783321917925,2,635.8342547570544,
