iter	RMSE
485	0.08404374011
486	0.08401358197
487	0.08397279373
488	0.08393135803
489	0.08389088344
490	0.0838653635
491	0.08383368921
492	0.08380847304
493	0.08376830405
494	0.08373339189
495	0.08370251211
496	0.08366905368
497	0.08365088839
498	0.08362988577
499	0.08359217465
500	0.08354110216
501	0.08350129272
502	0.08345300441
503	0.08341652706
504	0.08338726767
505	0.08337255619
506	0.08333125286
507	0.08330475481
508	0.08327562367
509	0.08323729524
510	0.08320821817
511	0.08318432507
512	0.0831557642
513	0.08313374139
514	0.08309453759
515	0.08305931057
516	0.08303596497
517	0.08300742124
518	0.08297880599
519	0.08292238576
520	0.08288952525
521	0.0828572915
522	0.08281943585
523	0.082793386
524	0.08275591237
525	0.08273334569
526	0.08269336504
527	0.08265904268
528	0.08261846749
529	0.08258844828
530	0.08256070231
531	0.08251784579
532	0.08249609996
533	0.08246027088
534	0.08243203392
535	0.08239727393
536	0.08236249916
537	0.08232492058
538	0.08229693355
539	0.08226937716
540	0.08223863894
541	0.08220634183
542	0.08218463761
543	0.0821524451
544	0.08211908454
545	0.08209091715
546	0.08204995432
547	0.08201272078
548	0.08198594561
549	0.08195028634
550	0.0819206316
551	0.08188823089
552	0.08183816309
553	0.08177879424
554	0.08174123694
555	0.08172897646
556	0.0816945051
557	0.08166510772
558	0.08163308227
559	0.08161230571
560	0.08157573784
561	0.08155163475
562	0.08152336208
563	0.0814890132
564	0.08145700535
565	0.08142217232
566	0.08138041206
567	0.08135688203
568	0.08132126688
569	0.08128881563
570	0.08125531998
571	0.08123228333
572	0.08119845464
573	0.08116559025
574	0.08113741509
575	0.08108893629
576	0.08106194576
577	0.08103342181
578	0.08101187929
579	0.08097982375
580	0.08094211162
581	0.0809222113
582	0.08088381113
583	0.08085854446
584	0.08083450935
585	0.08080814898
586	0.08077731367
587	0.08074154999
588	0.08070014974
589	0.08065684505
590	0.08062555586
591	0.08058667226
592	0.08055151346
593	0.08051764826
594	0.08049057687
595	0.08045370201
596	0.08043019582
597	0.0804109666
598	0.08039509324
599	0.08036456471
600	0.08034425722
601	0.08032029484
602	0.08029174416
603	0.08026724302
604	0.08024773349
605	0.08020006155
606	0.08015347247
607	0.08012153003
608	0.08009074195
609	0.08006678631
610	0.08003526557
611	0.0800155274
612	0.07998174703
613	0.07995481044
614	0.07993071001
615	0.07989199604
616	0.07985947217
617	0.0798413467
618	0.07979486906
619	0.07975008689
620	0.07971300383
621	0.07967859175
622	0.07965889373
623	0.07961584713
624	0.07959289401
625	0.07955615548
626	0.07952269173
627	0.07949798651
628	0.07945393494
629	0.07942473801
630	0.07939537568
631	0.07934528958
632	0.07930992593
633	0.07926848326
634	0.07923973786
635	0.07920842251
636	0.07918671593
637	0.07915459339
638	0.07911073967
639	0.07908882947
640	0.07905537384
641	0.07903046577
642	0.07899826009
643	0.0789646387
644	0.07894516114
645	0.07892194028
646	0.07890200374
647	0.07887554884
648	0.07884616005
649	0.07881492228
650	0.07879233844
651	0.07876285345
652	0.07873877716
653	0.07869410006
654	0.07867393372
655	0.07865378209
656	0.07862100232
657	0.07858802587
658	0.07853693298
659	0.07849843577
660	0.07846741313
661	0.07844075742
662	0.07841206182
663	0.07838265482
664	0.07835556133
665	0.07832326926
666	0.07829869476
667	0.07826502375
668	0.0782525283
669	0.07822222561
670	0.07819779857
671	0.07816312798
672	0.07813387975
673	0.0780960678
674	0.07806899352
675	0.07804326752
676	0.07802394242
677	0.0780011468
678	0.07796925224
679	0.07794419568
680	0.0779118396
681	0.07789130427
682	0.07786328753
683	0.07782357833
684	0.07778326162
685	0.07776487731
686	0.0777442326
687	0.07772336603
688	0.07768123119
689	0.07765499893
690	0.07761633849
691	0.07759575329
692	0.07755883215
693	0.07752746459
694	0.07749325666
695	0.07746252981
696	0.07744219395
697	0.07741473697
698	0.07738885479
699	0.07734121187
700	0.07731899191
701	0.07727083977
702	0.07724051116
703	0.07720433439
704	0.07717872275
705	0.0771435062
706	0.07711921813
707	0.07710166554
708	0.07707467024
709	0.07706046448
710	0.07703156206
711	0.07700977074
712	0.07697517266
713	0.07696642877
714	0.07693974059
715	0.0769157979
716	0.07688849512
717	0.07687174186
718	0.07683814386
719	0.07681018519
720	0.07679396378
721	0.07676012404
722	0.07672680449
723	0.07671204026
724	0.0766737177
725	0.07665114068
726	0.07662925363
727	0.07660307146
728	0.07656323735
729	0.07654985517
730	0.07653209576
731	0.07650892483
732	0.07648733527
733	0.07645824299
734	0.0764315606
735	0.0763869052
736	0.07635499913
737	0.07633681461
738	0.07630480506
739	0.07628065751
740	0.07624155604
741	0.07622022139
742	0.07619445517
743	0.07617493693
744	0.07612932128
745	0.07610867491
746	0.07607162616
747	0.07604652611
748	0.07601383967
749	0.0759889793
750	0.07595449766
751	0.07593492178
752	0.07590889461
753	0.07587743556
754	0.07585915009
755	0.07583707555
756	0.07580997821
757	0.0757886894
758	0.0757672025
759	0.075736118
760	0.07570044877
761	0.07567561405
762	0.07564949841
763	0.07563629405
764	0.07561086872
765	0.07559262577
766	0.07556112527
767	0.07553501906
768	0.07549849598
769	0.0754494634
770	0.07542998182
771	0.07540804336
772	0.07538955513
773	0.07535554995
774	0.07533127615
775	0.07529716593
776	0.07525564717
777	0.07522924404
778	0.07521244674
779	0.07518141419
780	0.07515539622
781	0.07513396991
782	0.07508794384
783	0.07506197861
784	0.07503928278
785	0.0750095608
786	0.07498721099
787	0.07496443885
788	0.07493710758
789	0.07492484878
790	0.0749059822
791	0.07489289312
792	0.07484915973
793	0.07482563935
794	0.07480316211
795	0.07478303387
796	0.07474816215
797	0.0747156031
798	0.0746939673
799	0.07467309383
800	0.07465432303
801	0.07462633551
802	0.07460485202
803	0.07458413029
804	0.0745618568
805	0.07453600495
806	0.07451201317
807	0.07448313498
808	0.07445771299
809	0.0744298472
810	0.07440021241
811	0.07438203271
812	0.07434951238
813	0.074305066
814	0.07427713461
815	0.07424784014
816	0.07422546937
817	0.07418206575
818	0.07414994998
819	0.07413215758
820	0.07410786776
821	0.07405982653
822	0.07404715877
823	0.07401693482
824	0.07399397319
825	0.07396635257
826	0.07394251991
827	0.07390737163
828	0.07388140059
829	0.0738472471
830	0.07381358822
831	0.07378588669
832	0.07374568892
833	0.07371868734
834	0.07368699101
835	0.0736643333
836	0.0736466838
837	0.0736162268
838	0.07359462411
839	0.07355042424
840	0.07352958323
841	0.07350219589
842	0.07347275463
843	0.0734413314
844	0.07341147915
845	0.07337362927
846	0.07335955498
847	0.07333969275
848	0.07330356705
849	0.07327103065
850	0.07323509218
851	0.07320054447
852	0.07317445004
853	0.07314658031
854	0.07312885015
855	0.07310017667
856	0.07308161243
857	0.0730536506
858	0.07303925714
859	0.07301246828
860	0.07298198287
861	0.07295332438
862	0.07292532151
863	0.0729032468
864	0.0728814949
865	0.07285793276
866	0.07284018172
867	0.07281430294
868	0.07277351838
869	0.07274952806
870	0.07271963509
871	0.07269172579
872	0.07267440172
873	0.07265029191
874	0.07263167787
875	0.07261871048
876	0.07259325841
877	0.07257612196
878	0.07254231207
879	0.07251746015
880	0.07249059045
881	0.07245977393
882	0.0724448037
883	0.0724047151
884	0.07238360624
885	0.07235444986
886	0.07232319685
887	0.07229827632
888	0.07227952843
889	0.07225631682
890	0.0722156956
891	0.07219715405
892	0.07217166234
893	0.07215047214
894	0.0721321875
895	0.07211089853
896	0.07208778057
897	0.07206078405
898	0.07204216437
899	0.07202135062
900	0.0719938615
901	0.07197621082
902	0.07195058939
903	0.0719245121
904	0.07190152676
905	0.0718669536
906	0.07183992267
907	0.07181849137
908	0.07180477936
909	0.07178042736
910	0.07176076069
911	0.07173247092
912	0.07169073096
913	0.07166965402
914	0.07163789838
915	0.07161723355
916	0.07158817341
917	0.07155317305
918	0.07152601763
919	0.07150457145
920	0.07147919152
921	0.07145697838
922	0.07143917285
923	0.07141156835
924	0.07139483915
925	0.07136716233
926	0.07134706024
927	0.07132026906
928	0.0712987113
929	0.07128072993
930	0.07125174621
931	0.07122720909
932	0.07119746208
933	0.0711810046
934	0.07116975348
935	0.07115285866
936	0.07113647205
937	0.07111640288
938	0.07109897132
939	0.07106912521
940	0.07104257142
941	0.07102225731
942	0.07100347596
943	0.07098705161
944	0.07096083636
945	0.07094183119
946	0.07090769454
947	0.07088614751
948	0.07085788341
949	0.07082519618
950	0.07078279435
951	0.07074528907
952	0.07071843376
953	0.07070196683
954	0.07066689806
955	0.07064244431
956	0.07062777955
957	0.07060439168
958	0.07058039156
959	0.07056018992
960	0.07054237758
961	0.07052132008
962	0.07048513984
963	0.07046344773
964	0.07043920133
965	0.0704225464
966	0.07039911602
967	0.07037347466
968	0.07035825138
969	0.07033041953
970	0.07030428768
971	0.0702769776
972	0.07025729478
973	0.07024122566
974	0.07021472629
975	0.07018818366
976	0.07016883663
977	0.07014395219
978	0.07012240885
979	0.07009907005
980	0.07008406746
981	0.07006152831
982	0.07003729141
983	0.07000958555
984	0.06996992183
985	0.06995310759
986	0.06993318818
987	0.06990646217
988	0.06987894862
989	0.06986283189
990	0.0698284956
991	0.0698009571
992	0.06976348854
993	0.06973843922
994	0.06971836078
995	0.06968730705
996	0.06966764478
997	0.06962068588
998	0.06960293298
999	0.0695876233
